MSZoning,LotArea,LandContour,LotConfig,Neighborhood,BldgType,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,Foundation,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,SalePrice
RL,15602,Lvl,Inside,Crawfor,1Fam,7,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,0.0,3,CBlock,254,1501,GasA,1,1801,0,1,2,0,3,6,2,484,2,0,54,289000
RL,2308,Lvl,Inside,NPkVill,TwnhsE,6,1974,1974,Gable,CompShg,Plywood,Brk Cmn,0.0,3,CBlock,103,855,GasA,1,855,467,0,2,1,3,6,1,440,2,260,0,147000
RM,7596,Lvl,Inside,OldTown,Duplex,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,360.0,3,CBlock,960,960,GasA,1,960,1000,0,2,0,3,10,0,400,0,0,0,124500
RL,9554,Lvl,Inside,SawyerW,1Fam,8,1993,1994,Gable,CompShg,VinylSd,VinylSd,125.0,4,PConc,397,777,GasA,1,1065,846,0,2,1,4,8,1,471,2,182,81,215000
FV,7862,Lvl,Inside,Somerst,1Fam,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1191,1218,GasA,1,1218,0,0,2,0,4,4,0,676,2,0,102,208300
RM,9600,Lvl,Inside,OldTown,1Fam,7,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,0.0,3,BrkTil,548,689,GasA,1,689,689,0,2,0,4,7,1,360,0,0,0,161000
RL,9600,Lvl,Corner,NAmes,1Fam,5,1959,1959,Gable,CompShg,MetalSd,MetalSd,132.0,3,CBlock,50,1041,GasA,1,1041,0,1,1,0,3,6,0,270,2,224,88,124500
RL,14559,Lvl,Inside,NAmes,1Fam,5,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,70.0,4,CBlock,178,1008,GasA,1,1363,0,1,1,0,3,6,2,288,2,324,42,164900
RL,6792,Lvl,Inside,NridgHt,TwnhsE,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,94.0,4,PConc,1368,1368,GasA,1,1368,0,0,2,0,4,6,1,474,2,132,35,202665
RL,9100,Lvl,Corner,NAmes,1Fam,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,169,864,GasA,1,864,0,1,1,0,3,5,0,624,2,0,0,129900
RL,9187,Bnk,Corner,Mitchel,1Fam,6,1983,1983,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,748,1084,GasA,1,1080,0,0,1,1,3,5,0,484,2,120,0,134000
RL,10594,Lvl,Inside,Crawfor,1Fam,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,768,768,Grav,0,789,0,0,1,0,3,5,0,200,2,0,0,96500
RL,12220,Lvl,Inside,NridgHt,1Fam,10,2009,2009,Hip,CompShg,CemntBd,CmentBd,305.0,5,CBlock,570,2006,GasA,1,2020,0,1,2,1,5,9,1,900,2,156,54,402861
RL,10448,Lvl,Corner,NWAmes,1Fam,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,333.0,3,CBlock,689,689,GasA,1,1378,741,0,2,1,3,7,1,583,2,0,104,158000
RL,10208,Lvl,Inside,NoRidge,1Fam,7,1996,1997,Gable,CompShg,VinylSd,VinylSd,921.0,4,PConc,1264,1264,GasA,1,1277,1067,0,2,1,4,7,1,889,2,220,0,265000
RL,9531,Lvl,CulDSac,CollgCr,1Fam,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,88,794,GasA,1,882,914,1,2,1,3,7,0,546,2,0,36,211000
RL,10918,Lvl,Inside,Crawfor,1Fam,7,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,0.0,4,BrkTil,1276,1276,GasA,1,1276,804,0,1,1,4,9,2,282,2,0,0,234000
RL,10800,Lvl,Inside,OldTown,2fmCon,4,1900,2000,Gable,CompShg,MetalSd,MetalSd,0.0,3,BrkTil,0,0,GasA,0,694,600,0,2,0,3,7,0,0,0,220,114,106250
RL,11988,Lvl,Corner,NAmes,1Fam,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,467,1244,GasA,1,1244,0,0,1,1,3,6,2,336,2,0,40,150000
RM,5000,Lvl,Corner,BrkSide,1Fam,6,1947,1950,Gable,CompShg,CemntBd,CmentBd,0.0,3,CBlock,605,1004,GasA,1,1004,660,0,2,0,3,7,2,420,2,0,24,159000
RL,40094,Bnk,Inside,Edwards,1Fam,10,2007,2008,Hip,CompShg,CemntBd,CmentBd,762.0,5,PConc,878,3138,GasA,1,3138,1538,1,3,1,5,11,1,884,2,208,406,184750
RL,11787,Lvl,Inside,NoRidge,1Fam,7,1996,1997,Gable,CompShg,VinylSd,VinylSd,594.0,4,PConc,660,1379,GasA,1,1383,1015,1,2,1,4,8,1,834,2,239,60,315750
FV,7500,Lvl,Inside,Somerst,1Fam,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1257,1257,GasA,1,1266,0,0,2,0,4,6,1,453,2,38,144,176000
RL,13300,Lvl,Inside,NAmes,1Fam,5,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,551,928,GasA,1,928,0,0,1,0,3,4,0,252,2,261,0,132000
RL,14948,Lvl,Inside,NridgHt,1Fam,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,268.0,5,PConc,122,1452,GasA,1,1476,1237,1,2,1,5,11,1,858,2,126,66,446261
RL,9098,Lvl,Inside,Edwards,1Fam,4,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,180,528,GasA,1,605,0,1,1,0,3,5,0,0,0,0,0,86000
RL,10200,Lvl,Inside,Timber,1Fam,6,1988,1989,Gable,CompShg,HdBoard,HdBoard,219.0,4,CBlock,678,1461,GasA,1,1509,0,1,2,0,4,5,1,600,2,224,0,175000
RM,6155,Lvl,FR3,BrkSide,1Fam,6,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,611,611,GasA,1,751,611,0,2,0,3,6,0,502,2,0,0,128000
RL,7200,Lvl,Inside,NAmes,1Fam,5,1955,2007,Gable,CompShg,VinylSd,VinylSd,0.0,3,Slab,0,0,GasA,1,827,0,0,1,0,3,5,1,392,2,0,0,107500
RL,5000,Low,Inside,BrkSide,1Fam,1,1946,1950,Gable,CompShg,VinylSd,VinylSd,0.0,2,Slab,0,0,GasA,0,334,0,0,1,0,2,2,0,0,0,0,0,39300
RL,9056,Lvl,Inside,Gilbert,1Fam,8,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,707,707,GasA,1,707,707,0,2,1,4,6,1,403,2,100,35,178000
RL,7000,Lvl,Inside,Edwards,2fmCon,5,1910,1991,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,148,1117,GasA,1,820,527,1,1,0,3,5,0,0,0,85,0,107500
RL,8924,Lvl,CulDSac,CollgCr,1Fam,7,1998,1999,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,880,880,GasA,1,880,844,0,2,1,4,8,0,527,2,120,155,188000
RL,12735,Lvl,FR2,NAmes,1Fam,4,1972,1972,Hip,CompShg,MetalSd,MetalSd,0.0,3,CBlock,264,864,GasA,1,864,0,0,1,0,3,5,0,576,2,216,0,111250
RL,11553,Lvl,Inside,Sawyer,1Fam,5,1968,1968,Hip,CompShg,Plywood,Plywood,188.0,3,CBlock,378,1051,GasA,1,1159,0,0,1,1,3,7,1,336,2,466,0,158000
RL,11423,Lvl,Inside,CollgCr,1Fam,8,2001,2002,Gable,CompShg,VinylSd,VinylSd,479.0,4,PConc,223,1581,GasA,1,1601,0,1,2,0,4,6,1,670,2,180,0,272000
RL,14601,Lvl,Inside,Timber,1Fam,9,2006,2006,Hip,CompShg,VinylSd,VinylSd,584.0,5,PConc,578,1838,GasA,1,1838,0,1,2,0,5,8,1,765,2,270,68,315000
RL,11000,Lvl,FR2,NoRidge,1Fam,8,2000,2000,Gable,CompShg,VinylSd,VinylSd,72.0,4,PConc,969,969,GasA,1,997,1288,0,2,1,4,8,1,648,2,0,56,248000
RL,10140,Lvl,Inside,NWAmes,1Fam,7,1998,1999,Hip,CompShg,VinylSd,VinylSd,0.0,4,PConc,379,1650,GasA,1,1680,0,1,2,0,4,7,1,583,2,78,73,213250
RH,4058,Lvl,Inside,NAmes,TwnhsE,7,1998,1998,Gable,CompShg,MetalSd,MetalSd,182.0,3,PConc,0,723,GasA,1,767,0,1,1,0,3,4,0,367,2,120,40,133000
RL,17104,Lvl,Inside,Gilbert,1Fam,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,100,654,GasA,1,664,832,1,2,1,4,7,1,426,2,100,24,179665
RL,13837,Lvl,Corner,NWAmes,1Fam,7,1988,1988,Gable,CompShg,HdBoard,HdBoard,178.0,4,PConc,0,1204,GasA,1,1377,806,0,2,1,4,9,0,786,2,0,0,229000
RL,8737,Bnk,Inside,BrkSide,1Fam,6,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,0.0,3,BrkTil,765,1065,GasA,1,915,720,0,1,1,3,6,1,440,2,0,38,210000
RL,7244,Lvl,Inside,Mitchel,1Fam,5,1970,1970,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,149,768,GasA,1,768,0,1,1,0,3,5,0,624,2,104,0,129500
RM,8235,HLS,Inside,OldTown,1Fam,5,1955,1995,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,0,825,GasA,1,825,0,1,1,0,3,4,0,720,2,140,50,125000
FV,9375,Lvl,Inside,Somerst,1Fam,7,2003,2004,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,912,912,GasA,1,912,1182,0,2,1,4,8,1,615,2,182,182,263000
RL,4043,Lvl,Inside,NPkVill,TwnhsE,6,1977,1977,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,510,1069,GasA,1,1069,0,0,2,0,3,4,0,440,2,0,55,140000
RM,6000,Lvl,Inside,OldTown,1Fam,5,1957,1957,Hip,CompShg,BrkFace,BrkFace,0.0,3,CBlock,620,928,GasA,1,928,0,0,1,0,3,5,0,288,2,0,0,112500
RL,11146,Lvl,Inside,NridgHt,1Fam,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,250.0,4,PConc,1709,1709,GasA,1,1717,0,0,2,0,4,7,1,908,2,169,39,255500
RL,8777,Lvl,Inside,Edwards,1Fam,4,1949,2003,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,0,0,GasA,1,1126,0,0,2,0,4,5,0,520,0,0,96,108000
RL,10625,Lvl,Inside,NridgHt,1Fam,7,2003,2004,Gable,CompShg,VinylSd,VinylSd,292.0,4,PConc,132,998,GasA,1,1006,1040,1,2,1,4,8,1,871,2,320,62,284000
RM,6380,Lvl,Inside,BrkSide,1Fam,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,BrkTil,993,993,GasA,1,1048,0,0,1,0,3,5,1,280,2,0,0,113000
RL,14850,Lvl,Inside,NAmes,1Fam,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,197,1092,GasA,1,1092,0,1,1,0,3,6,1,299,2,268,0,141000
C (all),11040,Low,Inside,IDOTRR,1Fam,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,0,637,GasA,1,897,439,0,1,1,3,7,0,570,2,0,47,108000
RL,21872,HLS,FR2,Gilbert,1Fam,7,1996,1997,Gable,CompShg,HdBoard,HdBoard,0.0,3,PConc,125,729,GasA,1,729,717,0,2,1,3,6,1,406,2,264,22,175000
RL,3196,Lvl,Inside,Blmngtn,TwnhsE,7,2003,2004,Gable,CompShg,VinylSd,VinylSd,18.0,4,PConc,1374,1374,GasA,1,1557,0,0,2,0,4,7,1,420,2,143,20,234000
RL,11341,Lvl,Inside,Sawyer,1Fam,5,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,180.0,3,CBlock,90,1392,GasA,1,1392,0,1,1,1,3,5,1,528,2,0,0,121500
RL,10010,Lvl,Inside,Mitchel,1Fam,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,195,1389,GasA,1,1389,0,1,1,0,3,6,1,418,2,240,38,170000
RL,13907,Lvl,Inside,Edwards,1Fam,5,1940,1969,Gable,CompShg,WdShing,Wd Shng,0.0,3,CBlock,706,996,GasA,1,996,0,1,1,0,3,6,1,0,2,144,0,108000
RL,21780,Lvl,Inside,Edwards,1Fam,6,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,1163,1163,GasA,1,1163,511,0,2,0,3,8,1,396,0,72,36,185000
RL,13346,Lvl,CulDSac,NoRidge,1Fam,7,1992,2000,Gable,CompShg,HdBoard,HdBoard,0.0,4,PConc,367,1095,GasA,1,1166,1129,1,2,1,4,9,1,590,2,0,40,268000
RL,6858,Bnk,Corner,SWISU,1Fam,6,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,PConc,806,806,GasA,0,841,806,1,1,1,2,6,0,216,2,0,66,128000
RL,11198,Lvl,Inside,StoneBr,1Fam,9,2005,2007,Hip,CompShg,VinylSd,VinylSd,245.0,4,PConc,1122,1122,GasA,1,1134,1370,0,2,1,5,11,1,656,2,144,39,325000
RL,10171,Lvl,Inside,NridgHt,1Fam,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,168.0,4,PConc,1515,1517,GasA,1,1535,0,0,2,0,4,7,0,532,2,0,0,214000
RL,12327,Low,Inside,SawyerW,1Fam,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,CBlock,55,1496,GasA,1,1496,636,1,1,1,4,5,1,612,2,349,40,316600
RL,7032,Lvl,Corner,NAmes,Duplex,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,0,943,GasA,1,943,0,1,1,0,3,4,2,600,2,42,0,135960
RL,13101,Lvl,Inside,NAmes,Duplex,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,108.0,3,CBlock,1497,1728,GasA,1,1728,0,0,2,0,3,10,0,576,2,0,0,142600
RL,7332,Lvl,Inside,NAmes,1Fam,6,1959,1959,Gable,CompShg,WdShing,Wd Shng,207.0,3,CBlock,450,864,GasA,1,864,0,1,1,0,4,4,0,288,2,168,0,120000
RL,13159,HLS,Corner,Timber,1Fam,7,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,846,846,GasA,1,846,846,0,2,1,4,6,0,650,2,208,114,224500
RL,9967,Lvl,Inside,Gilbert,1Fam,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,384,384,GasA,1,774,656,0,2,1,3,8,1,400,2,100,0,170000
RL,10500,Lvl,FR2,NAmes,1Fam,5,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,82.0,3,CBlock,23,372,GasA,1,576,533,0,1,0,3,5,0,288,2,35,0,139000
RL,8480,Lvl,Inside,NAmes,1Fam,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,390,832,GasA,1,832,384,0,1,0,3,6,0,336,2,158,0,118500
RL,6292,Lvl,Inside,SWISU,1Fam,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,861,861,GasA,1,877,600,0,2,0,3,6,1,216,2,0,50,145000
RL,11777,Lvl,Inside,Sawyer,1Fam,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,97.0,3,CBlock,285,1164,GasA,1,1320,0,1,1,0,3,6,2,564,2,160,68,164500
FV,3604,Lvl,Corner,Somerst,TwnhsE,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,689,689,GasA,1,703,689,0,2,0,4,5,0,540,2,0,102,146000
RM,12150,Lvl,Inside,OldTown,1Fam,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,335.0,3,BrkTil,1050,1050,GasA,0,1050,745,0,2,0,3,7,0,352,2,0,0,131500
RL,14585,Lvl,CulDSac,NAmes,1Fam,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,85.0,3,CBlock,331,1144,GasA,1,1429,0,0,1,0,4,7,2,572,2,216,110,181900
RL,12704,Lvl,Inside,NridgHt,1Fam,8,2008,2009,Hip,CompShg,VinylSd,VinylSd,306.0,5,PConc,2042,2042,GasA,1,2042,0,0,2,1,5,8,1,1390,2,0,90,253293
RL,11841,Lvl,Inside,Edwards,Duplex,6,1990,1990,Gable,CompShg,HdBoard,HdBoard,104.0,3,CBlock,0,816,GasA,1,816,0,1,1,0,3,5,0,0,2,0,32,118500
RM,13500,Lvl,Inside,OldTown,1Fam,10,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,5,BrkTil,1237,1237,GasA,1,1521,1254,0,3,1,4,9,1,880,2,105,502,325000
RM,6120,Lvl,Inside,BrkSide,1Fam,4,1935,1995,Gable,CompShg,AsbShng,AsbShng,0.0,3,BrkTil,884,884,GasA,1,989,584,0,1,0,4,6,0,240,2,0,0,133000
RL,11443,Lvl,Inside,Timber,1Fam,8,2005,2006,Hip,CompShg,VinylSd,VinylSd,208.0,4,PConc,408,1868,GasA,1,2028,0,1,2,0,4,7,2,880,2,326,66,369900
RL,10267,Lvl,Inside,BrkSide,1Fam,6,1918,2000,Gable,CompShg,Stucco,Wd Shng,0.0,3,BrkTil,0,816,GasA,1,838,0,1,1,0,2,5,0,275,0,0,0,130000
RL,8740,Lvl,Inside,Sawyer,1Fam,5,1982,1982,Hip,CompShg,HdBoard,HdBoard,0.0,3,CBlock,168,840,GasA,1,860,0,1,1,0,3,4,0,528,2,0,0,137000
RL,25095,Low,Inside,ClearCr,1Fam,5,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,0.0,3,CBlock,113,1437,GasA,1,1473,0,2,1,0,5,5,2,452,2,0,48,143000
RM,9100,Lvl,Inside,BrkSide,1Fam,5,1930,1960,Gable,CompShg,VinylSd,VinylSd,0.0,3,BrkTil,742,742,GasA,1,779,0,0,1,0,3,4,0,308,1,0,0,79500
RL,8320,Lvl,Inside,CollgCr,1Fam,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,280,770,GasA,1,770,812,0,2,1,4,6,0,520,2,0,45,185900
RL,13478,Lvl,Corner,NridgHt,1Fam,10,2008,2008,Gable,CompShg,CemntBd,CmentBd,420.0,5,PConc,384,1722,GasA,1,1728,568,1,2,1,5,10,1,842,2,382,274,451950
RL,6600,Lvl,Inside,Mitchel,1Fam,5,1982,2003,Gable,CompShg,HdBoard,HdBoard,0.0,3,PConc,0,816,GasA,1,816,0,1,1,0,3,4,0,816,2,0,0,138000
RM,4435,Lvl,Inside,CollgCr,TwnhsE,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,170.0,4,PConc,163,848,GasA,1,848,0,1,1,0,4,4,0,420,2,140,0,140000
RL,7990,Lvl,Inside,CollgCr,1Fam,5,1975,1975,Hip,CompShg,HdBoard,HdBoard,0.0,3,CBlock,924,924,GasA,1,924,0,0,1,0,3,5,0,280,2,0,0,110000
RL,11302,Lvl,Inside,StoneBr,1Fam,8,2005,2006,Gable,CompShg,VinylSd,Other,238.0,4,PConc,392,1814,GasA,1,1826,0,1,2,0,4,7,1,758,2,180,75,319000
RM,3600,Lvl,Inside,OldTown,1Fam,6,1910,1993,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,684,684,GasA,0,684,684,0,1,0,3,7,0,216,0,0,158,114504
RL,3922,Lvl,Inside,Blmngtn,TwnhsE,7,2006,2007,Gable,CompShg,VinylSd,VinylSd,72.0,4,PConc,1258,1258,GasA,1,1402,0,0,0,2,4,7,1,648,2,120,16,194201
RL,12984,Bnk,Inside,Crawfor,1Fam,5,1977,1977,Gable,CompShg,Plywood,Plywood,459.0,3,CBlock,0,1430,GasA,1,1647,0,1,2,0,4,7,1,621,2,0,0,217500
RM,1950,Lvl,Inside,Blueste,Twnhs,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,23,716,GasA,1,716,840,1,2,1,3,6,1,452,2,161,0,151000
RL,10927,Lvl,Inside,NridgHt,1Fam,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,280.0,4,PConc,512,1058,GasA,1,1058,846,1,2,1,5,8,1,736,2,179,60,275000
RM,9000,Bnk,Inside,IDOTRR,1Fam,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,PConc,780,780,GasA,1,780,595,0,1,1,4,6,1,544,1,0,162,141000
RL,10041,Lvl,Inside,SawyerW,1Fam,8,1992,1992,Gable,CompShg,HdBoard,HdBoard,0.0,4,PConc,119,908,GasA,1,927,988,1,2,1,4,8,1,506,2,120,150,220000
FV,3182,Lvl,Inside,Somerst,TwnhsE,7,2004,2005,Gable,CompShg,MetalSd,MetalSd,0.0,4,PConc,600,600,GasA,1,600,600,0,2,1,4,4,0,480,2,0,172,151000
RL,12803,Lvl,Inside,CollgCr,1Fam,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,99.0,4,PConc,572,1494,GasA,1,1494,0,1,2,0,4,6,1,530,2,192,36,221000
RL,13600,Lvl,Inside,NAmes,1Fam,7,1965,1990,Gable,CompShg,HdBoard,HdBoard,176.0,3,CBlock,314,768,GasA,1,1186,800,0,2,1,3,7,3,486,2,0,42,205000
RL,12464,Low,Corner,CollgCr,1Fam,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,308,1040,GasA,1,1040,0,1,1,0,4,6,0,576,2,168,0,152000
RL,7800,Bnk,Inside,Edwards,1Fam,5,1948,2002,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,293,896,GasA,1,1112,896,1,3,0,5,8,0,230,2,103,0,225000
RL,12168,HLS,Inside,Crawfor,1Fam,8,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,0.0,3,PConc,537,965,GasA,1,1940,1254,0,2,1,3,10,2,380,2,0,0,359100
RL,7943,Lvl,Inside,Sawyer,1Fam,4,1961,1961,Gable,CompShg,VinylSd,VinylSd,192.0,3,CBlock,126,1029,GasA,1,1029,0,1,1,0,3,5,0,261,2,64,0,118500
RL,11050,Lvl,Inside,CollgCr,1Fam,9,2000,2000,Hip,CompShg,VinylSd,VinylSd,204.0,4,PConc,536,1440,GasA,1,1476,677,1,2,1,5,8,2,736,2,253,142,313000
RL,10395,Lvl,FR2,NWAmes,1Fam,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,233.0,3,CBlock,427,1032,GasA,1,1032,0,0,2,0,3,6,1,564,2,0,0,148000
RL,11885,Lvl,Inside,CollgCr,1Fam,8,2001,2001,Gable,CompShg,VinylSd,VinylSd,108.0,4,PConc,309,1299,GasA,1,1299,573,1,2,1,5,7,1,531,2,160,122,261500
RL,8402,Lvl,Inside,Mitchel,1Fam,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,914,1120,GasA,1,1120,0,0,1,0,3,6,0,0,2,0,30,147000
RM,1491,Lvl,Inside,MeadowV,TwnhsE,4,1972,1972,Gable,CompShg,CemntBd,CmentBd,0.0,3,CBlock,0,630,GasA,1,630,0,1,1,0,3,3,0,0,2,96,24,75500
RL,8800,Lvl,Inside,NAmes,1Fam,6,1963,1963,Gable,CompShg,MetalSd,MetalSd,156.0,3,PConc,173,936,GasA,1,1054,0,1,1,0,4,6,0,480,2,120,0,137500
RL,7861,Lvl,Inside,Gilbert,1Fam,6,2002,2003,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,326,783,GasA,1,807,702,1,2,1,4,7,1,393,2,100,75,183200
RL,7227,HLS,Corner,NAmes,1Fam,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,832,832,GasA,1,832,0,0,1,0,4,4,0,528,2,0,0,105500
RL,11694,Lvl,Inside,NridgHt,1Fam,9,2007,2007,Hip,CompShg,CemntBd,CmentBd,452.0,5,PConc,1774,1822,GasA,1,1828,0,0,2,0,4,9,1,774,2,0,108,314813
RL,12244,Lvl,Inside,Timber,1Fam,8,2003,2003,Hip,CompShg,VinylSd,VinylSd,226.0,4,PConc,611,1482,GasA,1,1482,780,1,2,1,4,10,2,749,2,168,0,305000
RL,8248,Lvl,Inside,Edwards,1Fam,3,1914,1950,Gable,CompShg,Stucco,Stucco,0.0,3,BrkTil,823,864,GasA,0,864,0,1,1,0,3,5,0,0,0,0,0,67000
RL,10800,Lvl,Inside,NWAmes,1Fam,6,1974,1997,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,384,1522,GasA,1,1548,1066,0,2,1,3,9,1,624,2,38,243,240000
RL,7064,Lvl,Inside,Sawyer,1Fam,5,1977,1977,Gable,CompShg,Plywood,Plywood,153.0,3,CBlock,420,980,GasA,1,980,0,0,1,0,3,6,0,484,2,192,0,135000
FV,2117,Lvl,Inside,Somerst,TwnhsE,6,2000,2000,Gable,CompShg,MetalSd,MetalSd,513.0,4,PConc,336,756,GasA,1,756,756,0,2,1,4,4,1,440,2,0,32,168500
RL,10400,Lvl,Inside,NWAmes,1Fam,6,1972,1972,Gable,CompShg,VinylSd,VinylSd,288.0,3,CBlock,485,732,GasA,1,1012,778,1,1,2,3,8,1,484,2,148,0,165150
RL,10000,Lvl,Corner,NAmes,1Fam,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,261.0,3,CBlock,1116,1116,GasA,1,1116,0,0,1,1,3,5,0,440,2,0,0,160000
RL,12342,Lvl,Inside,NAmes,1Fam,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,978,978,GasA,1,1422,0,0,1,0,3,6,1,286,2,0,0,139900
RL,9600,Lvl,Inside,NAmes,1Fam,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,164.0,3,CBlock,350,1156,GasA,1,1520,0,1,1,0,3,7,2,364,2,0,0,153000
RL,11606,HLS,Inside,NAmes,1Fam,5,1969,1969,Gable,CompShg,Plywood,Plywood,192.0,3,PConc,390,1040,GasA,1,1040,1040,0,1,2,2,9,2,504,2,335,0,135000
RL,9020,Lvl,Corner,NAmes,1Fam,6,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,259.0,3,CBlock,288,1248,GasA,1,1350,0,1,1,1,3,6,0,520,2,176,0,168500
RM,9000,Lvl,Corner,OldTown,1Fam,5,1880,1991,Gable,CompShg,VinylSd,VinylSd,0.0,3,BrkTil,636,636,GasA,1,1089,661,0,1,0,5,8,0,240,0,0,0,124000
RL,4590,Lvl,Inside,NridgHt,Twnhs,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,108.0,4,PConc,1530,1554,GasA,1,1554,0,0,2,0,4,6,1,627,2,156,73,209500
RL,11900,Lvl,Inside,NWAmes,1Fam,7,1977,1977,Hip,CompShg,Plywood,Plywood,209.0,3,CBlock,564,1386,GasA,1,1411,0,0,2,0,3,6,1,544,2,192,0,82500
RL,9250,Lvl,Corner,NAmes,1Fam,5,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,108,1056,GasA,1,1056,0,0,1,0,3,6,0,260,2,390,0,139400
RL,6979,Lvl,Inside,OldTown,Duplex,6,1980,1980,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,0,1056,GasA,1,1056,0,2,0,0,3,4,0,576,2,264,56,144000
